Time_Index,None,waste_biomass,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,hydrogen,west_south_central_naturalgas_ccs90
1232,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1233,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1234,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1235,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1236,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1237,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1238,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1239,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1240,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1241,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1242,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1243,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1244,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1245,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1246,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1247,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1248,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1249,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1250,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1251,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1252,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1253,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1254,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1255,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1256,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1257,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1258,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1259,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1260,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1261,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1262,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1263,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1264,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1265,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1266,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1267,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1268,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1269,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1270,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1271,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1272,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1273,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1274,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1275,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1276,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1277,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1278,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1279,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1280,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1281,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1282,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1283,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1284,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1285,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1286,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1287,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1288,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1289,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1290,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1291,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1292,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1293,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1294,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1295,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1296,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1297,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1298,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1299,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1300,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1301,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1302,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1303,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1304,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1305,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1306,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1307,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1308,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1309,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1310,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1311,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1312,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1313,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1314,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1315,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1316,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1317,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1318,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1319,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1320,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1321,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1322,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1323,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1324,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1325,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1326,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1327,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1328,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1329,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1330,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1331,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1332,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1333,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1334,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1335,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1336,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1337,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1338,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1339,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1340,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1341,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1342,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1343,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1344,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1345,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1346,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1347,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1348,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1349,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1350,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1351,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1352,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1353,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1354,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1355,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1356,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1357,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1358,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1359,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1360,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1361,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1362,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1363,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1364,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1365,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1366,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1367,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1368,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1369,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1370,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1371,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1372,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1373,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1374,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1375,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1376,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1377,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1378,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1379,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1380,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1381,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1382,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1383,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1384,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1385,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1386,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1387,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1388,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1389,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1390,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1391,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1392,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1393,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1394,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1395,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1396,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1397,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1398,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1399,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1400,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1401,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1402,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1403,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1404,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1405,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1406,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1407,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1408,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1409,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1410,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1411,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1412,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1413,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1414,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1415,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1416,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1417,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1418,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1419,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1420,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1421,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1422,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1423,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1424,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1425,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1426,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1427,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1428,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1429,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1430,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1431,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1432,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1433,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1434,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1435,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1436,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1437,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1438,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1439,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1440,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1441,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1442,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1443,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1444,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1445,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1446,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1447,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1448,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1449,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1450,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1451,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1452,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1453,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1454,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1455,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1456,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1457,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1458,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1459,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1460,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1461,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1462,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1463,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1464,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1465,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1466,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1467,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1468,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1469,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1470,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1471,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1472,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1473,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1474,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1475,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1476,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1477,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1478,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1479,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1480,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1481,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1482,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1483,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1484,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1485,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1486,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1487,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1488,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1489,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1490,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1491,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1492,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1493,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1494,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1495,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1496,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1497,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1498,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1499,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1500,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1501,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1502,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1503,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1504,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1505,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1506,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1507,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1508,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1509,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1510,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1511,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1512,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1513,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1514,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1515,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1516,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1517,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1518,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1519,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1520,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1521,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1522,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1523,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1524,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1525,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1526,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1527,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1528,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1529,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1530,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1531,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1532,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1533,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1534,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1535,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1536,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1537,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1538,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1539,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1540,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1541,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1542,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1543,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1544,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1545,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1546,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1547,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1548,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1549,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1550,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1551,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1552,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1553,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1554,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1555,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1556,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1557,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1558,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1559,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1560,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1561,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1562,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1563,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1564,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1565,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1566,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1567,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1568,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1569,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1570,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1571,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1572,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1573,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1574,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1575,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1576,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1577,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1578,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1579,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1580,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1581,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1582,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1583,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1584,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1585,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1586,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1587,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1588,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1589,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1590,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1591,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1592,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1593,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1594,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1595,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1596,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1597,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1598,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1599,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1600,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1601,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1602,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1603,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1604,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1605,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1606,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1607,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1608,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1609,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1610,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1611,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1612,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1613,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1614,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1615,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1616,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1617,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1618,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1619,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1620,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1621,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1622,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1623,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1624,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1625,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1626,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1627,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
1628,0.0,1.0,1.77,3.59,0.72,18.59,16.0,3.59
